Job_Title,Average_Salary,Years_Experience,Education_Level,AI_Exposure_Index,Tech_Growth_Factor,Automation_Probability_2030,Risk_Category,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8,Skill_9,Skill_10
Security Guard,0.3570529317040252,0.31631467070883446,Bachelor's,0.38686659508867444,0.1914391398376946,0.3678113103363114,High,0.14756767029155624,0.07178967743913546,0.17548587818455333,0.06780136202585019,0.39085491050195975,0.03988315413285305,0.2353106093838329,0.2512638710369741,0.21536903231740642,0.26322881727683006
Financial Analyst,0.006420931778442526,0.30439303995642664,Bachelor's,0.2907848805230805,0.1505850274137381,0.36348110065385064,Medium,0.3946366235670377,0.5036809537631929,0.02077034860879142,0.15058502741373808,0.1038517430439573,0.00519258715219787,0.12462209165274876,0.35309592634945486,0.11942950450055088,0.26482194476209114
Truck Driver,0.012092401928717916,0.14429119552541303,Master's,0.3208074247181682,0.181325935710269,0.3822825995031313,High,0.21387161647877878,0.08368889340473953,0.2929111269165883,0.16737778680947907,0.3951975521890478,0.35335310548667803,0.2836123609827284,0.16737778680947907,0.09763704230552944,0.362651871420538
Software Engineer,0.3349180974986403,0.3069731375569031,PhD,0.10307834829542323,0.09370758935947562,0.16659126997240123,Medium,0.3654595985019551,0.10776372776339704,0.2483251118026105,0.21084207605882027,0.27175200914247943,0.41231339318169297,0.40762801371371915,0.21084207605882027,0.009370758935947576,0.2014713171228727
Doctor,0.38627069865402686,0.1460975254112872,Bachelor's,0.26362486807547825,0.30599315044475145,0.02092260857741891,Low,0.30599315044475145,0.08473656473854657,0.35306901974394395,0.16005795561725464,0.334238672024267,0.02353793464959629,0.1930110641266894,0.334238672024267,0.10827449938814283,0.3766069543935403
Construction Worker,0.20566496551464802,0.26588891024722844,Bachelor's,0.28433495339562986,0.16867327743808552,0.4123124559597646,High,0.2891541898938608,0.2265041154168577,0.337346554876171,0.20722716942393363,0.0963847299646203,0.10120396646285132,0.004819236498231019,0.14457709494693044,0.36144273736732613,0.3807196833602502
Research Scientist,0.22755786199533667,0.20434839669386512,PhD,0.4376199510736311,0.22792705785084952,0.11649605179043425,Low,0.3236564221482063,0.3282149633052233,0.0410268704131529,0.10028790545437379,0.004558541157016969,0.3282149633052233,0.1549903993385777,0.36012475140434225,0.1549903993385777,0.3738003748753932
Lawyer,0.3726384797627571,0.0,Master's,0.08038915157362156,0.16077830314724306,0.21542190944565254,Medium,0.1655070767692208,0.3593867952703081,0.047287736219777395,0.1655070767692208,0.39721698424612994,0.03310141535384417,0.44450472046590733,0.46814858857579605,0.04255896259779963,0.13713443503735442
Chef,0.3613409392314132,0.2070567425877071,Bachelor's,0.3122415678222623,0.24018582140174027,0.2268421646571992,Medium,0.30423537377553755,0.048037164280348044,0.3322570529390739,0.28421988865872594,0.23217962735501554,0.35627563507924803,0.28021679163536356,0.08006194046724675,0.1721331720045805,0.19615175414475453
Research Scientist,0.19978253234872748,0.30541850101594126,PhD,0.4674599834993989,0.0639682082683388,0.09294525987707346,Low,0.2509522016680983,0.014761894215770477,0.4526980892836283,0.4182536694468305,0.2558728330733552,0.11317452232090712,0.059047576863081964,0.17714273058924587,0.1279364165366776,0.25095220166809834
Truck Driver,0.12479982558221078,0.10497511092848752,PhD,0.2169048229559873,0.33867595163303277,0.34248129940419053,High,0.18265669301556822,0.3234545605484021,0.17885134524441051,0.33106525609071746,0.11035508536357248,0.049469521025049736,0.32725990831955976,0.22451551849830262,0.3386759516330328,0.35770269048882114
UX Researcher,0.16501803950845398,0.2998453139176201,Master's,0.2506354065158459,0.43989071347679093,0.16481693399001215,Medium,0.23017537333087892,0.14833524059101086,0.051150082962417555,0.3887406305143733,0.26086542310832944,0.28644046458953826,0.2097153401459119,0.2352903816271207,0.06138009955490105,0.34270555584819756
Truck Driver,0.16685777461566942,0.3264038690368845,PhD,0.2874771853961894,0.07011638668199738,0.27267483709665663,High,0.22787825671649156,0.29799464339848897,0.16477350870269386,0.2559248113892906,0.35058193340998706,0.3470761140758872,0.2594306307233904,0.2594306307233904,0.08764548335249676,0.29098300473028926
Teacher,0.2198120857802543,0.08965481105497539,PhD,0.49919798795410275,0.04159983232950854,0.06355529939230481,Low,0.2911988263065599,0.2131991406887314,0.10919955986495997,0.30679876343012563,0.39519840713033133,0.3327986586360685,0.11959951794733714,0.3795984700067656,0.13519945507090284,0.09359962274139426
Software Engineer,0.3450718496491185,0.38970462597029376,High School,0.32735188581504676,0.187058220465741,0.19918236438481685,Medium,0.11691138779108812,0.19095526672544394,0.05066160137613817,0.374116440931482,0.31176370077623505,0.2611020994000969,0.21044049802395867,0.3078666545165321,0.19095526672544394,0.11691138779108813
Software Engineer,0.08127323971722242,0.19746398677892016,Bachelor's,0.33838146825296767,0.48414579303886135,0.17931325668105982,Medium,0.09370563736236026,0.22385235592119399,0.4216753681306211,0.1509701935282471,0.1301467185588337,0.32276386202590757,0.28111691208708084,0.031235212454120087,0.04164694993882677,0.3331755995106143
HR Specialist,0.09020856470330056,0.2510930654279567,High School,0.4708831953658947,0.33010368334928697,0.13484627587797673,Low,0.23301436471714373,0.19903310319589362,0.053399125247678744,0.4466108657078589,0.39321174046018015,0.11165271642696474,0.12621611422178622,0.014563397794821497,0.14563397794821484,0.28155902403321537
Financial Analyst,0.10199525339627032,0.45898486774305614,PhD,0.09032166504515139,0.42783946600334866,0.17430496763099396,Medium,0.014261315533444969,0.009507543688963314,0.29473385435786237,0.31374894173578904,0.14736692717893124,0.1521206990234129,0.1616282427123762,0.3232564854247524,0.028522631066889913,0.44210078153679366
Marketing Manager,0.2648230077144967,0.1465929602998562,Master's,0.42511958486958284,0.0722703294278291,0.26451885280774046,Medium,0.0935263086713082,0.03400956678956663,0.36985403883653695,0.36560284298784124,0.17004783394783315,0.297583709408708,0.2380669675269664,0.3613516471391454,0.1360382671582665,0.2210621841321831
Data Scientist,0.3424061150039017,0.015829689372922538,PhD,0.16067134713516343,0.40856428271512985,0.16322168597857875,Medium,0.06885914877221294,0.26625537525255655,0.30298025459773675,0.087221588444803,0.17903378680775356,0.436107942224015,0.11476524795368817,0.30757086451588433,0.33970513394291696,0.2065774463166387
Construction Worker,0.37154071101057407,0.35759118141910556,Bachelor's,0.29515025974053866,0.18347178308195644,0.35010316095349187,High,0.27520767462293466,0.23532250438772676,0.3509894980698297,0.14358661284674853,0.11965551070562377,0.08375885749393666,0.015954068094083163,0.015954068094083163,0.34700098104630894,0.27121915759941395
Marketing Manager,0.156239059233918,0.2718395757036433,PhD,0.2671578941220805,0.3722691967274893,0.21411561641842525,Medium,0.3810284719446066,0.15766695390811308,0.4073062975959588,0.3065746325991088,0.11387057782252613,0.24525970607928707,0.23212079325361096,0.06131492651982177,0.25839861890496313,0.1357687658653196
Research Scientist,0.1521409072345744,0.1316042758047988,High School,0.3625697798422206,0.24425753589370647,0.0932928088482907,Low,0.2595236318870631,0.13739486394020992,0.19464272391529733,0.2595236318870632,0.36638630384055976,0.0954130999584791,0.3320375878555073,0.3511202078472031,0.25570710788872403,0.3549367318455423
Retail Worker,0.3269018151991838,0.1803415530899792,Master's,0.4140341489690772,0.3050777939772148,0.3196053079761298,High,0.3966011321703792,0.20919620158437585,0.2004796931850268,0.2484204893814463,0.06537381299511744,0.20483794738470135,0.36173509857298325,0.008716508399349001,0.11767286339121143,0.0
AI Engineer,0.011826664638019752,0.3334469505937846,High School,0.2823628777628167,0.30943877015103205,0.10314625671701069,Low,0.23594706224016188,0.09669961567219751,0.3558545856736868,0.3017028008972562,0.2204751237326103,0.270758923882153,0.35585458567368683,0.2746269085090409,0.14311543119485232,0.2746269085090409
Research Scientist,0.40251717120334035,0.0607873975359455,PhD,0.17187636653288585,0.18069053917559796,0.01958705031713799,Low,0.008814172642712103,0.057292122177628614,0.286460610888143,0.3525669057084838,0.4363015458142487,0.15424802124746165,0.26442517928136283,0.4142661142074684,0.07492046746305282,0.3173102151376354
Truck Driver,0.08480204505823034,0.11206055812934863,Bachelor's,0.04874634278626662,0.4657983866243257,0.5115356959052673,High,0.01624878092875556,0.048746342786266654,0.027081301547925905,0.17873659021631103,0.2762292757888443,0.28706179640801466,0.14623902835879993,0.4928796881722516,0.20040163145465173,0.027081301547925905
Retail Worker,0.3672224727161839,0.19246411599834046,Master's,0.21129810449246375,0.16345702423001915,0.3189405350829642,High,0.0518278369509817,0.32691404846003824,0.3986756688537051,0.1315629707217227,0.15149675416440797,0.24717891468929723,0.2870464815746677,0.15548351085294504,0.3588081019683347,0.22325837455807493
Software Engineer,0.16484254685171493,0.2992775242484497,Bachelor's,0.25642642418560346,0.3747770815020358,0.24985138766802392,Medium,0.015780087642190976,0.1301857230480756,0.18541602979574398,0.12229567922698012,0.27615153373834217,0.32743681857546286,0.28798659946998545,0.39055716914422683,0.10651559158478914,0.3432169062176539
Mechanic,0.33570303850525657,0.3366645187700354,Bachelor's,0.15976261708905312,0.32396308465280216,0.14299740418464638,Medium,0.35059018750097765,0.23520607515888378,0.12869766376618166,0.29289813132993076,0.2840224303805389,0.09319485996861433,0.013313551424087747,0.19082757041192458,0.2529574770576674,0.39053084177324104
AI Engineer,0.36798371022499304,0.3445195126147921,Bachelor's,0.22063603787038974,0.31222080830715526,0.050880428020425354,Low,0.3122208083071552,0.08325888221524143,0.15402893209819654,0.26226547897801045,0.008325888221524148,0.29973197597486906,0.3496873053040139,0.1665177644304828,0.18733248498429317,0.35385024941477594
Marketing Manager,0.2945210121461223,0.014259187465499997,Master's,0.11991976658485473,0.13232525967983969,0.23892060775526616,Medium,0.23156920443971948,0.06616262983991984,0.1281900953148447,0.3721647928495492,0.28532634118465433,0.4093812721345041,0.3184076561046143,0.38870545030952913,0.09097361602988979,0.3184076561046143
Mechanic,0.22605890997120076,0.3215405863372512,Master's,0.2839787996605813,0.19920900871712421,0.18366788037749046,Medium,0.36451010105686554,0.3602716115096927,0.008476979094345695,0.2585478623775442,0.15682411324539566,0.17801656098125992,0.351794632415347,0.13139317596235853,0.39841801743424843,0.0762928118491114
Retail Worker,0.046091760496709246,0.04951165045326151,Master's,0.3206704561022903,0.1196531552620486,0.38820801485020223,High,0.3972484754700013,0.36374559199662776,0.15794216494590413,0.253664689155543,0.028716757262891662,0.10050865042012083,0.23452018431361524,0.04307513589433748,0.4020346016804833,0.34460108715469995
Truck Driver,0.4962746044204155,0.16113471713788585,High School,0.2907586451465851,0.30633500113658074,0.426907534540621,High,0.14537932257329256,0.14018720390996067,0.08826601727664186,0.17133991588995193,0.10384237326663753,0.3271034757899082,0.2959507638099169,0.1973005092066113,0.17133991588995193,0.12461084791996503
Graphic Designer,0.3787252927041494,0.3855465907622722,Master's,0.35470286350129043,0.2660271476259678,0.23561180546583302,Medium,0.3200036703326859,0.13494130676679525,0.02313279544573631,0.23903888627260877,0.07325385224483172,0.21976155673449513,0.2853044771640814,0.30072634079457233,0.11566397722868166,0.19662876128875884
Research Scientist,0.3785237726560434,0.18251743913544605,Master's,0.3616887252200755,0.3352236965454359,0.12252328090110963,Low,0.004410838112439949,0.1940768769473576,0.11468179092343857,0.052930057349279344,0.40138626823203505,0.44108381124399454,0.079395086023919,0.017643352449759772,0.12350346714831849,0.3660995633325155
UX Researcher,0.10650469094635649,0.4591040842991234,Master's,0.030724657949249026,0.025603881624374214,0.23896956182749246,Medium,0.4762321982133599,0.1485025134213703,0.22019338196961796,0.051207763248748366,0.2509180399188671,0.35845434274123866,0.13826096077162064,0.15362328974624515,0.43014521128948635,0.005120776324874843
Software Engineer,0.45124383804934254,0.22827118212629735,PhD,0.18441050498917305,0.1418542346070562,0.26794688759110624,Medium,0.3924633824128554,0.2647945712665049,0.014185423460705605,0.21750982639748614,0.21750982639748614,0.2553376222927011,0.3168077906224255,0.009456948973803754,0.23642372434509365,0.27897999472721047
Nurse,0.0016684321485835774,0.25785691220073637,Master's,0.27834221133668374,0.09555031135438395,0.03692765656208077,Low,0.3988186908704721,0.14540264771319297,0.14540264771319295,0.24926168179404512,0.4029730522337063,0.4071274135969404,0.24095295906757694,0.0,0.3738925226910677,0.23679859770434286
Software Engineer,0.07011956665031678,0.38953455094801914,Bachelor's,0.39103276075935767,0.1173098282278073,0.17379233811527012,Medium,0.13034425358645252,0.26503331562578686,0.19117157192679704,0.3171710170603679,0.38668795230647596,0.2911021663430774,0.08689616905763504,0.40406718611800296,0.11296501977492555,0.06517212679322626
Mechanic,0.024993456535859576,0.24832698910932421,High School,0.2688553535423617,0.052810873017249606,0.16536738015502409,Medium,0.144029653683408,0.13442767677118084,0.288059307366816,0.39368105340131526,0.3648751226646337,0.12482569985895364,0.12002471140284003,0.46569588024301933,0.004800988456113605,0.42248698413799696
Lawyer,0.3432476315940817,0.38403309554118925,Master's,0.42320447128639044,0.151462652881445,0.21283967561771688,Medium,0.31628965748772336,0.2628322505883899,0.1425530850648894,0.24501311495527872,0.32519922530427897,0.01781913563311117,0.004454783908277799,0.20492005978077857,0.057912190807611334,0.29401573794633445
Chef,0.04947386556570214,0.022089043545472586,PhD,0.2754503730120426,0.12811645256374068,0.33452629280532314,Medium,0.07686987153824448,0.012811645256374085,0.03202911314093518,0.6085531496777685,0.08968151679461853,0.4548134066012796,0.04484075839730926,0.0704640489100574,0.3266969540375389,0.29466784089660375
Construction Worker,0.16532626694487593,0.3532753198432156,Bachelor's,0.37039558534330985,0.30734952826359757,0.35025587266506847,High,0.17731703553669087,0.1418536284293527,0.37433596391079177,0.23642271404892118,0.22854195691395712,0.09062870705208646,0.019701892837410095,0.3743359639107919,0.12215173559194262,0.17337665696920887
UX Researcher,0.26498112526480605,0.25627393543312127,High School,0.390177066696927,0.013934895239175977,0.299342194026743,Medium,0.06502951111615453,0.41340189209555356,0.33908245081994837,0.07431944127560516,0.2647630095443433,0.14399391747148493,0.08360937143505576,0.39946699685637765,0.18579860318901287,0.18579860318901287
Financial Analyst,0.3805728034793237,0.15586889544507387,High School,0.15615229343679216,0.3575065665526558,0.18263426132958152,Medium,0.39038073359198033,0.3903807335919804,0.05752979231881815,0.0739668758384805,0.35339729567274014,0.16026156431670777,0.0,0.11095031375772076,0.24655625279493498,0.3287416703932467
Retail Worker,0.36535894527061064,0.28840722000310703,Master's,0.041819046900450504,0.34975930134922245,0.35482827673109535,High,0.22430216064787087,0.2927333283031536,0.1634744560653974,0.288931596766749,0.1406640668469699,0.0912415568737102,0.2775264021575352,0.15967272452899287,0.37256969056765,0.1330606037741607
Nurse,0.08664411343264718,0.11650958142914271,Bachelor's,0.44889477302056824,0.1158438123924047,0.10726278925222663,Low,0.2075534972030584,0.4440679475042181,0.21720714823575876,0.3571850882099145,0.2268607992684592,0.11101698687605453,0.09653651032700393,0.20755349720305843,0.3668387392426149,0.29443635649736194
Retail Worker,0.0020083042481114657,0.3676488493332948,Master's,0.11941234626345414,0.20470687930877848,0.3127466211661894,High,0.34970758548582986,0.4222079385743556,0.1748537927429149,0.004264726652266246,0.07250035308852573,0.2772072323973042,0.2601483257882393,0.3369134055290313,0.10661816630665547,0.3241192255722326
Retail Worker,0.40254311858012204,0.32441420080817307,Master's,0.13684380834090204,0.23520029558592542,0.32785495748341126,High,0.19243660547939348,0.37632047293748067,0.1796074984474339,0.35921499689486786,0.2523057716285381,0.0812510112024106,0.24802940261788495,0.21809481954331264,0.17105476042612758,0.051316428127838265
Marketing Manager,0.33909479671405535,0.07532071879637496,High School,0.0305802118313282,0.043686016901897454,0.20386807887552152,Medium,0.1354266523958821,0.4062799571876464,0.1660068642272103,0.33201372845442073,0.23153588958005655,0.3058021183132822,0.11358364394493341,0.41064855887783613,0.23153588958005655,0.36259394028574893
Research Scientist,0.3653080599071498,0.0986113361498149,Master's,0.04085326783349472,0.27371689448441466,0.0,Low,0.19609568560077467,0.07762120888363999,0.25737558735101673,0.40036202476824834,0.18792503203407576,0.3349967962346568,0.20835166595082313,0.20426633916747367,0.379935390851501,0.3635940837181031
Customer Support,0.052918381186306346,0.3961986392172497,Bachelor's,0.053029664018308796,0.13257416004577202,0.4370037127434707,High,0.2784057360961212,0.24305262675058203,0.3137588454416603,0.1856038240640808,0.3358545387826224,0.1723464080595036,0.3667885094599692,0.11931674404119481,0.12373588270938722,0.2297952107460048
Nurse,0.11007194862016678,0.13389972213031479,Master's,0.36057282316520467,0.19970187129149797,0.03698182801694409,Low,0.26072188751945563,0.31064735534233023,0.07766183883558252,0.31064735534233023,0.17751277448133154,0.2163436938991228,0.15532367767116512,0.5158965008363697,0.37721464577282954,0.14422912926608186
Security Guard,0.17939739495918727,0.21934361683560552,Bachelor's,0.36045467699984507,0.16962573035286826,0.4052170225096298,High,0.06360964888232563,0.34773274722337993,0.22899473597637213,0.09329415169407754,0.17386637361168997,0.41982368262334896,0.3307701741880931,0.24595730901165896,0.05088771910586048,0.17810701687051167
Graphic Designer,0.301429960755378,0.18380320217841656,PhD,0.028701576955552716,0.22141216508569256,0.27790415782360595,Medium,0.278815318996798,0.10250563198411691,0.2337128409237865,0.3854211762602796,0.2952162201142567,0.28291554427616267,0.39772185209837363,0.32801802234917415,0.05740315391110548,0.1435078847777637
Nurse,0.326365906692522,0.39418362936301804,Master's,0.20004819190173162,0.04490877777385811,0.04989864197095351,Low,0.28578313128818794,0.4082616161259829,0.1306437171603145,0.20821342422425126,0.35927022219086496,0.14697418180535382,0.04490877777385811,0.3878485353196837,0.20004819190173162,0.20413080806299144
Data Scientist,0.22658783261331533,0.14682316460805755,PhD,0.0,0.39598207494793114,0.184507776857459,Medium,0.17031487094534675,0.07238382015177236,0.16179912739807936,0.3406297418906935,0.3406297418906935,0.4002399467215648,0.17031487094534675,0.30230889592799043,0.21715146045531708,0.3406297418906935
Truck Driver,0.31858391713256595,0.0,Bachelor's,0.18689390483378476,0.1717403449823968,0.39848249979575734,High,0.29296882379350037,0.48491391524441446,0.10102373234258633,0.05051186617129316,0.06061423940555181,0.3939925561360868,0.1767915315995261,0.11112610557684498,0.1767915315995261,0.32832713011340564
Teacher,0.07116847608355055,0.3545262228943428,Bachelor's,0.4004280391217156,0.1839804504072747,0.06613676321830143,Low,0.05411189717861023,0.03787832802502715,0.24891472702160694,0.16233569153583063,0.3300825727895223,0.021644758871444073,0.06493427661433225,0.4707735054539088,0.3084378139180782,0.3841944699681325
Construction Worker,0.45797174199555596,0.23336589814928263,High School,0.2594250901092858,0.42861536626751573,0.4887719089015531,High,0.1240728691827019,0.19174897964599388,0.27634411772510875,0.18046962790211188,0.19174897964599388,0.19174897964599388,0.06767611046329196,0.04511740697552795,0.028198379359704973,0.06203643459135095
Security Guard,0.27762707739590814,0.02946182778827286,Master's,0.252045936728674,0.0811673355566916,0.41295661949895746,High,0.3460291673732643,0.2221421815235771,0.30758148210956815,0.1580627060840837,0.01708786011719823,0.38447685263696035,0.05553554538089427,0.4058366777834581,0.24350200667007488,0.13243091590828635
AI Engineer,0.1749349719400134,0.4244641174177182,PhD,0.22795295194655235,0.009118118077862102,0.04559059038931049,Low,0.33737036888089744,0.2325120109854834,0.1094174169343451,0.1550080073236556,0.39207907734807,0.2416301290633455,0.2416301290633455,0.4376696677373805,0.14588988924579352,0.21883483386869024
HR Specialist,0.10904666388767503,0.28290513874673906,Master's,0.32816996094621725,0.11658669665194561,0.14873199984404586,Medium,0.3022618061346737,0.11226867085002169,0.39725837377699974,0.056134335425010846,0.13817682566156517,0.021590129009619576,0.30226180613467374,0.3843042963712281,0.27635365132313033,0.40589442538084763
Financial Analyst,0.3710874005480276,0.02857557749158776,High School,0.03729112862652197,0.34805053384753853,0.27162673937837006,Medium,0.34390707511125823,0.33147669890241765,0.1491645145060879,0.09115609219816484,0.3853416624740605,0.12844722082468682,0.16573834945120883,0.2900421115396154,0.1201603033521264,0.33976361637497804
Graphic Designer,0.4972408792107402,0.05254696794662141,PhD,0.4012836785523654,0.3047724140904041,0.2709088125248037,Medium,0.23365885080264312,0.14222712657552192,0.2336588508026431,0.2285793105678031,0.29461333362072395,0.14222712657552192,0.04063632187872055,0.07619310352260103,0.35556781643880475,0.010159080469680146
Mechanic,0.059452779386395926,0.3732257323566536,PhD,0.2796082778238596,0.21647092476685903,0.20544694248706533,Medium,0.4464712823316467,0.3698044964767175,0.1939218701036445,0.32921619808293145,0.12176489518135822,0.04509810932642898,0.15784338264250136,0.18039243730571586,0.009019621865285802,0.3652946855440746
AI Engineer,0.02062738558364721,0.23799693277644632,Bachelor's,0.2223949116277681,0.026840765196454754,0.017041755680288748,Low,0.3412611574977821,0.23389809671196302,0.3642675276661718,0.38343950280649675,0.1418726160384038,0.11503185084194902,0.3297579724135872,0.38343950280649675,0.24156688676809296,0.30675160224519743
Retail Worker,0.13049007696595755,0.4473561305094786,Master's,0.17297770379699837,0.27388136434524746,0.45913834958462535,High,0.3315405989442468,0.009609872433166584,0.1633678313638318,0.06726910703216604,0.11051353298141561,0.43724919570907916,0.01921974486633314,0.10570859676483232,0.14895302271408192,0.29790604542816385
Research Scientist,0.2681826007834919,0.13326164975658408,Bachelor's,0.121458475063858,0.08833343641007857,0.03680559850419942,Low,0.27604198878149544,0.14906267394200756,0.5244797786848413,0.25395862967897587,0.03312503865377946,0.4030213036209834,0.18218771259578703,0.3588545854159441,0.15458351371763748,0.3146878672109048
Lawyer,0.4196300625315438,0.3405760060474222,PhD,0.3993623862216947,0.11164969937380712,0.18131147761558425,Medium,0.19753408350750487,0.3993623862216947,0.3864797286016399,0.038647972860163984,0.05582484968690356,0.21471096033424444,0.04723641127353377,0.15029767223397109,0.06441328810027334,0.2748300292278329
Lawyer,0.03755810958477219,0.053678302816007085,High School,0.518890260554735,0.19717829901079928,0.2825069196353558,Medium,0.446245624077072,0.06226683126656819,0.35803427978276703,0.21274500682744132,0.10896695471649433,0.207556104221894,0.041511220844378804,0.36322318238831447,0.12972256513868374,0.16085598077196783
Data Scientist,0.30804010129639164,0.41004872626419187,Master's,0.40906460932115773,0.23307169600856661,0.25368347864878005,Medium,0.2711242178058835,0.19501917421124962,0.09037473926862787,0.35674239184984685,0.061835347920640125,0.047565652246646266,0.33771613095118835,0.0998878697179571,0.14745352196460337,0.22831513078390198
Security Guard,0.17079503783543887,0.28186056678196175,PhD,0.3224171705578106,0.2815473883744262,0.4086978218338445,High,0.32241717055781055,0.1316915203686832,0.145314781096478,0.1998078240076573,0.1407736941872131,0.445026517107964,0.36782803965046,0.07265739054823905,0.004541086909264943,0.018164347637059746
Software Engineer,0.2307766129550148,0.09266360370188438,Bachelor's,0.04926614930150184,0.2373732648163271,0.29360634432208177,Medium,0.3314268225737396,0.0985322986030037,0.17914963382364305,0.22841578312514493,0.3627780084928773,0.37621423102965046,0.40756541694878795,0.22841578312514493,0.3090331183457843,0.04926614930150184
Graphic Designer,0.2918129411871061,0.23679948954146296,PhD,0.1716796299175606,0.29528896345820427,0.3815102887056903,Medium,0.17854681511426304,0.034335925983512074,0.00686718519670243,0.01373437039340486,0.006867185196702392,0.07553903716372666,0.16481244472085818,0.15107807432745332,0.67985133447354,0.21288274109777514
Research Scientist,0.1451658428985841,0.26821223157382884,PhD,0.22515711018960893,0.35206384502375215,0.07732668430754246,Low,0.12281296919433211,0.22925087582942003,0.29065736042658596,0.2988448917062082,0.2742822978673418,0.3561576106635632,0.3561576106635632,0.23743840710904213,0.17603192251187608,0.26200100094790857
Data Scientist,0.09146221639568179,0.2704126324653988,PhD,0.0049012289634353294,0.4852216673800999,0.1742659186999237,Medium,0.23035776128146154,0.4264069198188757,0.1127282661590131,0.2352589902448969,0.06371597652465959,0.19604915853741411,0.08822212134183631,0.17644424268367268,0.18134547164710804,0.4852216673800999
Graphic Designer,0.019980297570665405,0.09539566591363184,Bachelor's,0.060862434852897086,0.4039052494783171,0.16598845868971937,Medium,0.01659884586897195,0.060862434852897086,0.5366960164300925,0.5200971705611206,0.10512602383682226,0.08852717796785031,0.13279076695177547,0.28771332839551356,0.31537807151046676,0.1217248697057942
UX Researcher,0.0075058097502799835,0.23190880269280228,Master's,0.1389906757472195,0.4124884570562643,0.2540689771723368,Medium,0.19727708815734377,0.35420204464614,0.36765275520232243,0.13002353537643113,0.15244138630340204,0.42145559742705263,0.07173712296630683,0.0179342807415767,0.201760658342738,0.3586856148315342
HR Specialist,0.009721251222532869,0.2590199814060768,PhD,0.40650900611259577,0.23418453613008233,0.14237634272059518,Medium,0.2606959930504689,0.3446489399650268,0.03976718538058,0.07511579460776227,0.004418576153397759,0.260695993050469,0.3932532776524024,0.2960446022776513,0.4330204630329824,0.026511456920386676
Financial Analyst,0.24086462292435284,0.1969559736177829,Bachelor's,0.33046398716298,0.12647387163027632,0.2901192754242897,Medium,0.1183142670089681,0.3631024056482125,0.3590226033375584,0.3100649756097096,0.22846892939662816,0.04895762772784888,0.21622952246466592,0.14687288318354666,0.3223043825416718,0.3100649756097096
Doctor,0.32842202666039017,0.33038310857098613,Master's,0.2834411752281918,0.1916222029711719,0.06653548714276808,Low,0.3952207936280421,0.2395277537139649,0.31537820905672037,0.291425433685324,0.2794490459996257,0.2874333044567579,0.1796458152854737,0.18763007374260585,0.18763007374260585,0.011976387685698234
Data Scientist,0.11532797226900367,0.17496868454431536,Master's,0.06919216161525198,0.4105401589171616,0.18451243097400527,Medium,0.06457935084090187,0.05535372929220157,0.3228967542045091,0.0046128107743501606,0.21680210639445616,0.05535372929220157,0.39208891581976113,0.4428298343376126,0.4428298343376126,0.20296367407140575
Teacher,0.25018334284095567,0.017080887270990802,High School,0.29720743851523934,0.17337100580055628,0.06054225599384512,Low,0.029720743851523936,0.39627658468698584,0.11888297540609571,0.22785903619501688,0.23776595081219148,0.27739360928089013,0.4061834993041605,0.34178855429252525,0.32692818236676335,0.2625332373551281
Software Engineer,0.13542221881753866,0.1688012036103756,Master's,0.1780085419891233,0.4272205007738959,0.321404311924806,Medium,0.32486558913014996,0.10235491164374591,0.04450213549728084,0.18245875553885138,0.38271836527661507,0.32041537558042194,0.3916187923760713,0.2759132400831411,0.05785277614646508,0.0489523490470089
Software Engineer,0.2138197313059716,0.1859395529403776,PhD,0.11764902622409341,0.35784912143161746,0.28322913720615084,Medium,0.1568653682987912,0.08823676966807006,0.04902042759337227,0.3627511641909547,0.22059192417017517,0.15686536829879125,0.42157567730300144,0.28922052280089633,0.25490622348553577,0.3627511641909547
Chef,0.013377550142508481,0.34223330688784953,Master's,0.2977429769924291,0.18986508677778086,0.19178291593715244,Medium,0.3322639018611165,0.22438601164646832,0.30205809260101496,0.3840452891641477,0.39699063598990547,0.12082323704040603,0.08198719656313265,0.11219300582323416,0.32363367064394466,0.15965927751767936
Marketing Manager,0.36786629912361357,0.1309289773845383,PhD,0.05424200491645154,0.1789986162242901,0.18080668305483855,Medium,0.08678720786632253,0.3688456334318706,0.01084840098329029,0.06509040589974187,0.4556328412981931,0.4556328412981931,0.17899861622429014,0.048817804424806384,0.37969403441516086,0.1952712176992256
Software Engineer,0.35673903664861684,0.3725213518105955,Master's,0.06648073355389086,0.05817064185965455,0.22621916278754542,Medium,0.3739541262406362,0.3282486219223362,0.2285275215914999,0.17451192557896356,0.25761284252132716,0.1828220172731999,0.1038761461779545,0.2825431176040363,0.36148898869928164,0.15373669634337267
AI Engineer,0.273239088070661,0.16171662219214542,High School,0.20166062787360528,0.18759128174288864,0.00521086893730247,Low,0.328284743050055,0.3798723455293495,0.3095256148757662,0.07034673065358323,0.046897820435722146,0.26731757648361626,0.18759128174288864,0.20166062787360528,0.4549088582265049,0.3376643071371995
UX Researcher,0.21834129052567458,0.08968020605181504,Master's,0.008669086585008791,0.013003629877513186,0.25044027912247596,Medium,0.3641016365703688,0.3077525737678118,0.17771627499268,0.013003629877513186,0.42045069937292595,0.42911978595793476,0.23839988108774154,0.030341803047530744,0.23406533779523717,0.38577435303289087
